,Date,MBS,CMBS,TIPS,FRN,Inflation Compensation,Notes & Bonds,Bills,Agencies,Total
777,2017-10-18,1777945276558.00,0.00,109411848600,14683607100,18902638551.66,2322642739500,0,6757000000,4231440471757.70
778,2017-10-25,1770563435669.00,0.00,109411848600,14683607100,18989229259.74,2322642739500,0,6757000000,4224058630869.20
779,2017-11-01,1770630387727.00,0.00,109536917000,15058812600,19088416392.21,2316142465600,0,6757000000,4218125582926.80
780,2017-11-08,1770630387380.00,0.00,109536917000,15058812600,19247065740.97,2316142465600,0,6757000000,4218125582580.30
781,2017-11-15,1775854354391.00,0.00,109536917000,15058812600,19406081475.81,2312638970800,0,6757000000,4219846054790.60
782,2017-11-22,1778682990643.00,0.00,109536917000,15058812600,19587685153.89,2312638970800,0,4391000000,4220308691043.40
783,2017-11-29,1767094527366.00,0.00,109536917000,15058812600,19723917618.45,2312638970800,0,4391000000,4208720227766.40
784,2017-12-06,1767095527424.00,0.00,110133827800,15058812600,19736110520.82,2309545554700,0,4391000000,4206224722524.10
785,2017-12-13,1780236530210.00,0.00,110133827800,15058812600,19717468214.47,2309345554700,0,4391000000,4219165725310.30
786,2017-12-20,1775451162636.00,0.00,110133827800,15058812600,19698789983.93,2309345554700,0,4391000000,4214380357735.70
787,2017-12-27,1764925787232.00,0.00,110133827800,15058812600,19680405545.42,2309345554700,0,4391000000,4203854982331.50
788,2018-01-03,1764928787076.00,0.00,110133827800,15058812600,19670074026.31,2303345554700,0,4391000000,4197857982176.40
789,2018-01-10,1764929787074.00,0.00,110133827800,15058812600,19670858449.56,2303345554700,0,4391000000,4197858982173.60
790,2018-01-17,1770349192895.00,0.00,107502872800,15058812600,19204796715.81,2305242037000,0,4391000000,4202543915294.50
791,2018-01-24,1771054315394.00,0.00,107502872800,15058812600,19205352748.06,2305242037000,0,4391000000,4203249037794.20
792,2018-01-31,1760743451391.00,0.00,109413480700,16990298000,19206292432.62,2290601200300,0,4391000000,4182139430391.20
793,2018-02-07,1760743451388.00,0.00,109413480700,16990298000,19187200452.78,2290601200300,0,4391000000,4182139430388.10
794,2018-02-14,1771926571251.00,0.00,109413480700,16990298000,19168420171.6,2290601200300,0,4391000000,4193322550250.60
795,2018-02-21,1769298123875.00,0.00,109413480700,16990298000,19149438417.05,2286512380600,0,4391000000,4186605283175.20
796,2018-02-28,1759971610040.00,0.00,111220045100,16990298000,19136819915.2,2276894635800,0,4391000000,4169467588939.50
797,2018-03-07,1759990610144.00,0.00,111220045100,16990298000,19297032061.92,2276894635800,0,4391000000,4169486589043.50
798,2017-03-15,1771184259177.00,0.00,105901306400,8012016600,17499091621.29,2332399234600,0,13329000000,4230825816776.70
799,2017-03-22,1777644658906.00,0.00,105901306400,8012016600,17661040841.36,2332399234600,0,13329000000,4237286216505.80
800,2017-03-29,1769118117294.00,0.00,105901306400,8012016600,17822887186.88,2332599234600,0,13329000000,4228959674894.20
801,2017-04-05,1769122116963.00,0.00,107233029000,9585870700,17941894602.92,2329693657900,0,13329000000,4228963674562.50
802,2017-04-12,1781090838933.00,0.00,107233029000,9585870700,18033745976.08,2329693657900,0,13329000000,4240932396532.60
803,2017-04-19,1776917214329.00,0.00,106803151100,9585870700,18095176271.83,2330153941000,0,11829000000,4235289177129.30
804,2017-04-26,1769013456981.00,0.00,106803151100,9585870700,18186548770.14,2330153941000,0,11829000000,4227385419781.20
805,2017-05-03,1769015440533.00,0.00,106803151100,11578275500,18248774087.23,2328161536200,0,11829000000,4227387403332.50
806,2017-05-10,1769016440433.00,0.00,106803151100,11578275500,18271544227.24,2328161536200,0,11829000000,4227388403233.20
807,2017-05-17,1778108957809.00,0.00,106803151100,11578275500,18294544154.26,2327961536200,0,8834000000,4233285920608.80
808,2017-05-24,1780382952955.00,0.00,106803151100,11578275500,18317482745.61,2327961536200,0,8834000000,4235559915755.40
809,2017-05-31,1770957619567.00,0.00,108126495600,11578275500,18352600609.46,2326638191700,0,8834000000,4226134582367.10
810,2017-06-07,1770957619666.00,0.00,108126495600,11578275500,18440259466.61,2326638191700,0,8834000000,4226134582466.10
811,2017-06-14,1782601318273.00,0.00,108126495600,11578275500,18527772003.24,2326638191700,0,8097000000,4237041281072.50
812,2017-06-21,1781099147797.00,0.00,108126495600,11578275500,18615158691.9,2326638191700,0,8097000000,4235539110597.40
813,2017-06-28,1770279546614.00,0.00,108126495600,11578275500,18702790898.12,2326638191700,0,8097000000,4224719509413.80
814,2017-07-05,1770280544191.00,0.00,108734269500,13158487700,18753298162.65,2324450205600,0,8097000000,4224720506990.80
815,2017-07-12,1770280544190.00,0.00,108734269500,13158487700,18777663272.09,2324450205600,0,8097000000,4224720506990.20
816,2017-07-19,1779394429815.00,0.00,107651269500,13158487700,18607064647.03,2325728438000,0,8097000000,4234029625014.90
817,2017-07-26,1768998523752.00,0.00,107651269500,13158487700,18631373395.01,2325728438000,0,8097000000,4223633718951.60
818,2017-08-02,1769025522432.00,0.00,108973039600,14683607100,18656721063.51,2322881548500,0,8097000000,4223660717632.10
819,2017-08-09,1769028522430.00,0.00,108973039600,14683607100,18682902000.43,2322881548500,0,8097000000,4223663717630.40
820,2017-08-16,1777974928528.00,0.00,108973039600,14683607100,18709033934.25,2322881548500,0,8097000000,4232610123727.90
821,2017-08-23,1778699225845.00,0.00,108973039600,14683607100,18735206148.89,2322881548500,0,6757000000,4231994421045.30
822,2017-08-30,1767553334549.00,0.00,108973039600,14683607100,18761425298.54,2322881548500,0,6757000000,4220848529749.20
823,2017-09-06,1767553305585.00,0.00,109411848600,14683607100,18750677457.63,2322442739500,0,6757000000,4220848500785.40
824,2017-09-13,1782346087807.00,0.00,109411848600,14683607100,18730177479.98,2322642739500,0,6757000000,4235841283006.70
825,2017-09-20,1770523730147.00,0.00,109411848600,14683607100,18709370403.58,2322642739500,0,6757000000,4224018925346.90
826,2017-09-27,1768159956412.00,0.00,109411848600,14683607100,18688863134.51,2322642739500,0,6757000000,4221655151614.20
827,2017-10-04,1768159949504.00,0.00,109411848600,14683607100,18729291072.95,2322642739500,0,6757000000,4221655144704.40
828,2017-10-11,1768159949462.00,0.00,109411848600,14683607100,18816003874.52,2322642739500,0,6757000000,4221655144662.40
829,2017-10-18,1777945276558.00,0.00,109411848600,14683607100,18902638551.66,2322642739500,0,6757000000,4231440471757.70
830,2017-10-25,1770563435669.00,0.00,109411848600,14683607100,18989229259.74,2322642739500,0,6757000000,4224058630869.20
831,2017-11-01,1770630387727.00,0.00,109536917000,15058812600,19088416392.21,2316142465600,0,6757000000,4218125582926.80
832,2017-11-08,1770630387380.00,0.00,109536917000,15058812600,19247065740.97,2316142465600,0,6757000000,4218125582580.30
833,2017-11-15,1775854354391.00,0.00,109536917000,15058812600,19406081475.81,2312638970800,0,6757000000,4219846054790.60
834,2017-11-22,1778682990643.00,0.00,109536917000,15058812600,19587685153.89,2312638970800,0,4391000000,4220308691043.40
835,2017-11-29,1767094527366.00,0.00,109536917000,15058812600,19723917618.45,2312638970800,0,4391000000,4208720227766.40
836,2017-12-06,1767095527424.00,0.00,110133827800,15058812600,19736110520.82,2309545554700,0,4391000000,4206224722524.10
837,2017-12-13,1780236530210.00,0.00,110133827800,15058812600,19717468214.47,2309345554700,0,4391000000,4219165725310.30
838,2017-12-20,1775451162636.00,0.00,110133827800,15058812600,19698789983.93,2309345554700,0,4391000000,4214380357735.70
839,2017-12-27,1764925787232.00,0.00,110133827800,15058812600,19680405545.42,2309345554700,0,4391000000,4203854982331.50
840,2018-01-03,1764928787076.00,0.00,110133827800,15058812600,19670074026.31,2303345554700,0,4391000000,4197857982176.40
841,2018-01-10,1764929787074.00,0.00,110133827800,15058812600,19670858449.56,2303345554700,0,4391000000,4197858982173.60
842,2018-01-17,1770349192895.00,0.00,107502872800,15058812600,19204796715.81,2305242037000,0,4391000000,4202543915294.50
843,2018-01-24,1771054315394.00,0.00,107502872800,15058812600,19205352748.06,2305242037000,0,4391000000,4203249037794.20
844,2018-01-31,1760743451391.00,0.00,109413480700,16990298000,19206292432.62,2290601200300,0,4391000000,4182139430391.20
845,2018-02-07,1760743451388.00,0.00,109413480700,16990298000,19187200452.78,2290601200300,0,4391000000,4182139430388.10
846,2018-02-14,1771926571251.00,0.00,109413480700,16990298000,19168420171.6,2290601200300,0,4391000000,4193322550250.60
847,2018-02-21,1769298123875.00,0.00,109413480700,16990298000,19149438417.05,2286512380600,0,4391000000,4186605283175.20
848,2018-02-28,1759971610040.00,0.00,111220045100,16990298000,19136819915.2,2276894635800,0,4391000000,4169467588939.50
849,2018-03-07,1759990610144.00,0.00,111220045100,16990298000,19297032061.92,2276894635800,0,4391000000,4169486589043.50
850,2018-03-14,1768587573620.00,0.00,111220045100,16990298000,19457474731.69,2276894635800,0,4391000000,4178083552520.40
851,2018-03-21,1763170908840.00,0.00,111220045100,16990298000,19617787520.81,2276894635800,0,4391000000,4172666887739.80
852,2018-03-28,1754368060601.00,0.00,111220045100,16990298000,19778157025.71,2276894635800,0,4391000000,4163864039501.30
853,2018-04-04,1754368060610.00,0.00,111220045100,19632654900,19926078713.56,2262252278900,0,4391000000,4151864039509.70
854,2018-04-11,1754369060609.00,0.00,111120045100,19632654900,20054977598.01,2262252278900,0,4391000000,4151765039509.20
855,2018-04-18,1756290288987.00,0.00,110907045100,19632654900,20177456207.3,2262362000400,0,4391000000,4153582989387.40
856,2018-04-25,1744967199257.00,0.00,110907045100,19632654900,20315858107.02,2262362000400,0,4391000000,4142259899657.20
857,2018-05-02,1744972197739.00,0.00,112949233800,17816385900,20439145658.2,2244255236200,0,4391000000,4124384053638.60
858,2018-05-09,1744972197839.00,0.00,112949233800,17816385900,20507185773.71,2244255236200,0,4391000000,4124384053738.80
859,2018-05-16,1745514466259.00,0.00,112949233800,17816385900,20575309227.29,2235625555900,0,4391000000,4116296641858.80
860,2018-05-23,1744179455728.00,0.00,112949233800,17816385900,20643413274.92,2235625555900,0,4391000000,4114961631328.20
861,2018-05-30,1734587848956.00,0.00,112949233800,17816385900,20711440062.99,2235625555900,0,4391000000,4105370024555.70
862,2018-06-06,1734592848873.00,0.00,114860063800,17816385900,20851352612.63,2224344406100,0,4391000000,4096004704672.50
863,2018-06-13,1739733452912.00,0.00,114860063800,17816385900,20977265046.81,2224344406100,0,2409000000,4099163308712.20
864,2018-06-20,1731488147026.00,0.00,114860063800,17816385900,21102810632.14,2224344406100,0,2409000000,4090918002826.20
865,2018-06-27,1721271187457.00,0.00,114860063800,17816385900,21228672109.08,2224344406100,0,2409000000,4080701043257.30
866,2018-07-04,1721272186154.00,0.00,114860063800,17816385900,21355739878.89,2206344406100,0,2409000000,4062702041953.70
867,2018-07-11,1721275186145.00,0.00,114860063800,17816385900,21483352251.11,2206344406100,0,2409000000,4062705041944.50
868,2018-07-18,1722291124001.00,0.00,113886063800,17816385900,21451039861.91,2206612595200,0,2409000000,4063015168900.70
869,2018-07-25,1709528022165.00,0.00,113886063800,17816385900,21577750144.65,2206612595200,0,2409000000,4050252067065.00
870,2018-08-01,1709544022364.00,0.00,114591981200,16953842300,21695069173.97,2183634816900,0,2409000000,4027133662764.10
871,2018-08-08,1709545022278.00,0.00,114591981200,16953842300,21744060281.07,2183634816900,0,2409000000,4027134662678.40
872,2018-08-15,1708187464940.00,0.00,114591981200,16953842300,21793227805.29,2171052008600,0,2409000000,4013194297040.00
873,2018-08-22,1706730642371.00,0.00,114591981200,16953842300,21842116659.64,2171052008600,100000000,2409000000,4011837474470.50
874,2018-08-29,1697006288220.00,0.00,114591981200,16953842300,21891195287.5,2171052008600,100000000,2409000000,4002113120319.80
875,2018-09-05,1697006288219.00,0.00,115578709400,18152012400,21921033904.07,2157449918500,100000000,2409000000,3990695928518.80
876,2018-09-12,1697016288295.00,0.00,115578709400,18152012400,21923167611.43,2157449918500,100000000,2409000000,3990705928595.40
877,2018-09-19,1695223409017.00,0.00,115578709400,18152012400,21925375032.28,2157449918500,100000000,2409000000,3988913049317.30
878,2018-09-26,1681763242730.00,0.00,115578709400,18152012400,21927536786.61,2157449918500,100000000,2409000000,3975452883030.40
879,2018-10-03,1681775242638.00,0.00,115578709400,18152012400,21936226041.54,2138443137200,100000000,2409000000,3956458101638.40
880,2018-10-10,1681778242541.00,0.00,115578709400,18152012400,21953412340.4,2138443137200,100000000,2409000000,3956461101541.40
881,2018-10-17,1680109056072.00,0.00,115578709400,18152012400,21970673216.83,2138443137200,100000000,2409000000,3954791915071.80
882,2018-10-24,1676956054073.00,0.00,115578709400,18152012400,21987801875.56,2138443137200,53000000,2409000000,3951591913072.60
883,2018-10-31,1668988694117.00,0.00,115578709400,17245206400,22005234627.86,2115516723200,53000000,2409000000,3919791333117.40
884,2018-11-07,1668988694117.00,0.00,115578709400,17245206400,22042499847.11,2115516723200,53000000,2409000000,3919791333117.40
885,2018-11-14,1670824668681.00,0.00,115578709400,17245206400,22079735129.79,2115516723200,0,2409000000,3921574307681.30
886,2018-11-14,1670824668681.00,0.00,115578709400,17245206400,22079735129.79,2115516723200,0,2409000000,3921574307681.30
887,2018-11-22,1661829808507.00,0.00,115578709400,17245206400,22122497702.8,2098138838500,0,2409000000,3895201562807.10
888,2018-11-28,1653467689696.00,0.00,115578709400,17245206400,22154388534.68,2098138838500,0,2409000000,3886839443996.00
889,2018-12-05,1653469689359.00,0.00,116544672900,18825874100,22210175263.54,2082970091900,0,2409000000,3874219328259.00
890,2018-12-12,1653469689359.00,0.00,116544672900,18825874100,22265570336.12,2082970091900,0,2409000000,3874219328259.00
891,2018-12-19,1648686717982.00,0.00,116544672900,18825874100,22320696022.81,2082970091900,0,2409000000,3869436356881.70
892,2018-12-26,1637123400275.00,0.00,116544672900,18825874100,22376016270.59,2082970091900,0,2409000000,3857873039174.80
893,2019-01-02,1637123400275.00,0.00,116544672900,18825874100,22385560804.31,2064760611500,0,2409000000,3839663558774.70
894,2019-01-09,1637123400275.00,0.00,116544672900,18825874100,22280612955.79,2064760611500,0,2409000000,3839663558774.70
895,2019-01-16,1632728750923.00,0.00,114768909800,18825874100,21863194731.27,2064760611500,0,2409000000,3833493146323.30
896,2019-01-23,1628894706661.00,0.00,114768909800,18825874100,21759552387.75,2064760611500,0,2409000000,3829659102061.00
897,2019-01-30,1621808659683.00,0.00,114768909800,18825874100,21656210951.79,2064760611500,0,2409000000,3822573055082.50
898,2019-02-06,1621808659683.00,0.00,114768909800,16300804900,21547967683.53,2053095124300,0,2409000000,3808382498682.50
899,2019-02-13,1621955651908.00,0.00,114768909800,16300804900,21439074499.88,2053095124300,0,2409000000,3808529490907.90
900,2019-02-20,1614149817670.00,0.00,114768909800,16300804900,21330181022.22,2029800740800,0,2409000000,3777429273169.90
901,2019-02-27,1607608628257.00,0.00,114768909800,16300804900,21221340495.02,2029800740800,0,2409000000,3770888083756.90
902,2019-03-06,1607608628257.00,0.00,115153915800,16300804900,21255341038.98,2022710118200,0,2409000000,3764182467156.90
903,2019-03-13,1607766623967.00,0.00,115153915800,16300804900,21314119091.1,2022710118200,0,2409000000,3764340462867.40
904,2019-03-20,1599471502996.00,0.00,115153915800,16300804900,21372649207.6,2022710118200,0,2409000000,3756045341895.60
905,2019-03-27,1592722598331.00,0.00,115153915800,16300804900,21431380990.7,2022710118200,0,2347000000,3749234437230.70
906,2019-04-03,1592722598331.00,0.00,115153915800,16300804900,21522692401.85,2000330958400,0,2347000000,3726855277430.70
907,2019-04-10,1592911593252.00,0.00,115153915800,16300804900,21657656667.76,2000330958400,0,2347000000,3727044272352.00
908,2019-04-17,1587937901013.00,0.00,115143915800,16300804900,21791504599.49,2000172900900,0,2347000000,3721902522613.10
909,2019-04-24,1583393324002.00,0.00,115143915800,16300804900,21926205349.09,2000172900900,0,2347000000,3717357945602.10
910,2019-05-01,1575433493661.00,0.00,115360957400,12928660300,22067438966.71,1973496824700,100000000,2347000000,3679666936060.60
911,2019-05-08,1575433493661.00,0.00,115360957400,12928660300,22242374267.51,1973496824700,100000000,2347000000,3679666936060.60
912,2019-05-15,1569584114272.00,0.00,115360957400,12928660300,22417441915.08,1963636766700,100000000,2347000000,3663957498672.30
913,2019-05-22,1564427779556.00,0.00,115360957400,12928660300,22592403893.04,1963636766700,50000000,2347000000,3658751163955.60
914,2019-05-29,1555405270570.00,0.00,115360957400,12928660300,22767445714.02,1963636766700,50000000,2347000000,3649728654969.50
915,2019-06-05,1555405270558.00,0.00,116516485400,14819524400,22948179751.05,1955450432500,50000000,2347000000,3644588712857.90
916,2019-06-12,1555405270555.00,0.00,116516485400,14819524400,23120442651.84,1955450432500,50000000,2347000000,3644588712855.20
917,2019-06-19,1548795928519.00,0.00,116516485400,14819524400,23292553874.46,1955450432500,5000000,2347000000,3637934370818.60
918,2019-06-26,1532726162010.00,0.00,116516485400,14819524400,23464592576.95,1955450432500,5000000,2347000000,3621864604309.80
919,2019-07-03,1532726161003.00,0.00,116516485400,14819524400,23601359107.4,1940450432500,5000000,2347000000,3606864603302.50
920,2019-07-10,1532726161003.00,0.00,116516485400,14819524400,23659329137.55,1940450432500,2333300,2347000000,3606861936602.50
921,2019-07-17,1527093335084.00,0.00,115988509100,14819524400,23621962888.03,1939551334800,2333300,2347000000,3599802036684.20
922,2019-07-24,1521541838010.00,0.00,115988509100,14819524400,23688882150.36,1939551334800,2333300,2347000000,3594250539609.80
923,2019-07-31,1511774921668.00,0.00,116544665000,14138913600,23756539138.4,1926257397600,2333300,2347000000,3571065231167.90
924,2019-08-07,1511776921625.00,0.00,116544665000,14138913600,23762909732.94,1926257397600,0,2347000000,3571064897824.80
925,2019-08-14,1514173777523.00,0.00,116544665000,14138913600,23769098726.89,1926257397600,0,2347000000,3573461753722.70
926,2019-08-21,1500669579430.00,0.00,116544665000,14138913600,23775496847.43,1931460397600,3001000000,2347000000,3568161555630.30
927,2019-08-28,1489605199586.00,0.00,116544665000,14138913600,23781749292.26,1937663397600,3001000000,2347000000,3563300175786.30
928,2019-09-04,1489605276473.00,0.00,116544665000,14138913600,23815712273.85,1937663397600,3001000000,2347000000,3563300252672.70
929,2019-09-11,1489605276573.00,0.00,118145665000,14539913600,24218626045.69,1941263397600,3001000000,2347000000,3568902252773.00
930,2019-09-18,1484433798443.00,0.00,118145665000,14539913600,24273907458.77,1942864397600,6002000000,2347000000,3568332774642.50
931,2019-09-25,1467257199949.00,0.00,118145665000,14539913600,24329526065.31,1944665397600,6002000000,2347000000,3552957176149.20
932,2019-10-02,1467260200048.00,0.00,119392247200,14539913600,24372424065.6,1952823815400,6002000000,2347000000,3562365176248.20
933,2019-10-09,1467273200038.00,0.00,120993247200,14940913600,24524314741.73,1955024815400,6002000000,2347000000,3566581176237.90
934,2019-10-16,1463137480461.00,0.00,120993247200,14940913600,24522605207.11,1956625815400,6002000000,2347000000,3564046456661.40
935,2019-10-23,1457914258378.00,0.00,120993247200,14940913600,24521196709.74,1960227815400,28505000000,2347000000,3584928234577.60
936,2019-10-30,1445761926895.00,0.00,120993247200,14940913600,24519362438.45,1964029815400,51008000000,2347000000,3599080903094.80
937,2019-11-06,1445775926883.00,0.00,122770604100,16656716400,24542350120.9,1964338655700,66010000000,2347000000,3617898903083.20
938,2019-11-13,1450088869667.00,0.00,124371604100,16656716400,24949569516.65,1966539655700,69011000000,2347000000,3629014845866.80
939,2019-11-20,1437196544412.00,0.00,124371604100,17057716400,24976967698.81,1969941655700,84013000000,2347000000,3634927520611.90
940,2019-11-28,1423723827042.00,0.00,124371604100,17057716400,25008150473.26,1975544655700,106516000000,2347000000,3649560803241.60
941,2019-12-04,1423724827149.00,0.00,124371604100,17057716400,25059980687.05,1979346655700,114017000000,2347000000,3660864803348.50
942,2019-12-11,1423724827146.00,0.00,125972604100,17408716400,25247131158.79,1981547655700,132020000000,2347000000,3683020803346.30
943,2019-12-18,1422435726593.00,0.00,125972604100,17408716400,25325256764.9,1984949655700,147022000000,2347000000,3700135702792.60
944,2019-12-24,1419980165310.00,0.00,125972604100,17408716400,25403256393.47,1990552655700,169525000000,2347000000,3725786141509.60
945,2019-12-31,1408676620581.00,0.00,127384337600,17408716400,25474316399.8,1989140922200,169525000000,2347000000,3714482596780.60
946,2020-01-08,1408676620581.00,0.00,127384337600,17408716400,25453094808.85,1992940922200,184527000000,2347000000,3733284596780.50
947,2020-01-15,1404317501217.00,0.00,128005432700,17809716400,25485284430.65,1996305783600,195029000000,2347000000,3743814433917.40
948,2020-01-22,1398642265493.00,0.00,128005432700,17809716400,25466566764.1,1999707783600,210031000000,2347000000,3756543198193.10
949,2020-01-29,1387288002308.00,0.00,128005432700,17809716400,25448006574.57,2005310783600,232534000000,2347000000,3773294935008.20
950,2020-02-05,1387289002302.00,0.00,129451063200,15015998300,25418062470.09,2010458871200,247536000000,2347000000,3792097935002.00
951,2020-02-12,1391525788316.00,0.00,131052063200,15416998300,25453877283.12,2012659871200,258038000000,2347000000,3811039721016.40
952,2020-02-19,1385784076406.00,0.00,131052063200,15416998300,25419436260.76,2014260871200,265539000000,2347000000,3814400009106.00
953,2020-02-26,1371842553106.00,0.00,131052063200,15416998300,25385168520.12,2021664871200,280541000000,2347000000,3822864485806.40
954,2020-03-04,1371845552821.00,0.00,131052063200,15416998300,25448572684.12,2027663871200,303042000000,2347000000,3851367485520.90
955,2020-03-11,1371845553001.00,0.00,132653063200,15817998300,25853120945.27,2027663871200,321043000000,2347000000,3871370485701.20
956,2020-03-18,1366675576210.00,0.00,138653063200,15817998300,26579035504.05,2138677871200,321043000000,2347000000,3983214508910.00
957,2020-03-25,1384563450265.00,0.00,166932063200,15817998300,29270818470.62,2440306871200,326044000000,2347000000,4336011382965.00
958,2020-04-01,1456262773363.00,1458457994.00,191725411700,15817998300,31203560350.49,2776041522700,326044000000,2347000000,4769697164056.90
959,2020-04-08,1456242297313.00,3459031708.00,210625411700,15817998300,32856640997.76,3049041522700,326044000000,2347000000,5063577261721.10
960,2020-04-15,1562460573801.00,5710272999.00,222691566900,15817998300,33977993182.02,3190326149500,326044000000,2347000000,5325397561500.10
961,2020-04-22,1615615078201.00,6872270545.00,233691566900,15817998300,34972358251.91,3298826149500,326044000000,2347000000,5499214063445.90
962,2020-04-29,1597206155849.00,7514118713.00,242289566900,15817998300,36038450453.97,3351229149500,326044000000,2347000000,5542447989262.30
963,2020-05-06,1597206155982.00,8174021698.00,248265919000,15545746100,36365239288.32,3393970049600,326044000000,2347000000,5591552892380.10
964,2020-05-13,1775150564858.00,8610232436.00,252015919000,15545746100,36592359311.69,3427070049600,326044000000,2347000000,5806783511994.00
965,2020-05-20,1853984547245.00,8856011963.00,255265919000,15545746100,36797187060.12,3455678049600,326044000000,2347000000,5917721273908.20
966,2020-05-27,1826211559212.00,8898441257.00,257450919000,15545746100,36843449209.2,3473628049600,326044000000,2347000000,5910125715169.20
967,2020-06-03,1826488559126.00,9105679428.00,259150919000,15545746100,36736946735.4,3496878049600,326044000000,2347000000,5935559953253.60
968,2020-06-10,1826489558450.00,9105615694.00,261150919000,15545746100,36440304725.48,3511228049600,326044000000,2347000000,5951910888843.90
969,2020-06-17,1909627876463.00,9113330546.00,264551919000,15545746100,36355567928.65,3526843049600,326044000000,2347000000,6054072921709.40
970,2020-06-24,1934299384964.00,9142110546.00,264551919000,15545746100,35884411322.03,3555378049600,326044000000,2347000000,6107308210209.90
971,2020-07-01,1902206880052.00,9173808140.00,270205503500,15545746100,35831311688.14,3565593465100,326044000000,2347000000,6091116402891.60
972,2020-07-08,1902226879258.00,9173808140.00,270205503500,15545746100,35832563537.31,3583727465100,326044000000,2347000000,6109270402097.60
973,2020-07-15,1939214457344.00,9173808140.00,266913770200,15545746100,35182435905.37,3609543347000,326044000000,2347000000,6168782128783.20
974,2020-07-22,1961420522579.00,9179124294.00,268112770200,15545746100,35296473847.12,3620879347000,326044000000,2347000000,6203528510172.80
975,2020-07-29,1924203060863.00,9177314174.00,270513770200,15545746100,35513382472.61,3645946347000,326044000000,2347000000,6193777238337.30
976,2020-08-05,1924219061265.00,9246612183.00,273305708800,16096475300,35866292922.03,3654338679200,326044000000,2347000000,6205597536747.30
977,2020-08-12,1924219061366.00,9328717183.00,275706708800,16096475300,36573029450.2,3665672679200,326044000000,2347000000,6219414641848.60
978,2020-08-19,1968594178586.00,9302769751.00,275706708800,16096475300,36958000940,3690738679200,326044000000,2347000000,6288829811637.20
979,2020-08-26,1939919413543.00,9309060697.00,276905708800,16096475300,37439847878.42,3702072679200,326044000000,2347000000,6272694337540.20
980,2020-09-02,1939922412074.00,9313092067.00,279914826000,16096475300,38049132398.62,3726532562000,326044000000,2347000000,6300170367440.30
981,2020-09-09,1940285412060.00,9313092067.00,281115826000,16096475300,38499211692.8,3731865562000,326044000000,2347000000,6307067367426.90
982,2020-09-16,1995638667868.00,9396550346.00,285917826000,16096475300,39347867261.72,3739598562000,326044000000,2347000000,6375039081514.20
983,2020-09-23,2015471411165.00,9396550346.00,285917826000,16096475300,39730582046.57,3763734562000,326044000000,2347000000,6419007824811.40
984,2020-09-30,1973275638598.00,9499580902.00,288759683100,16096475300,40220153516.55,3774356704900,326044000000,2347000000,6390379082800.20
985,2020-10-07,1973275638598.00,9513580902.00,288759683100,16096475300,40454414399.99,3798493704900,326044000000,2347000000,6414530082799.90
986,2020-10-14,2037299239469.00,9539687711.00,291158683100,16096475300,40918946921.11,3810759704900,326044000000,2347000000,6493244790480.10
987,2020-10-21,2037696336303.00,9538857320.00,294760683100,16096475300,41580883040.57,3831295704900,326044000000,2347000000,6517779056922.90
988,2020-10-28,1990576265903.00,9729068426.00,295961683100,16096475300,41917571127.9,3847166704900,326044000000,2347000000,6487921197628.10
989,2020-11-04,1990593266399.70,9731073425.60,297162683100,17269242700,42148130410.13,3855462937500,326044000000,2347000000,6498610203125.30
990,2020-11-10,1990593266500.00,9774248061.57,297162683100,17269242700,42258392957.81,3869996937500,326044000000,2347000000,6513187377861.57
991,2020-11-18,2041399115456.20,9776536341.54,299561683100,17269242700,42613270525.83,3898934937500,326044000000,2347000000,6595332515097.74
992,2020-11-25,1993806249435.40,9785356546.05,303161683100,17269242700,43058946170.54,3917045937500,326044000000,2347000000,6569459469281.45
993,2020-12-02,1993835250360.80,9785356546.05,304826439600,17269242700,43157624021.85,3923113181000,326044000000,2347000000,6577220470206.85
994,2020-12-09,1993835250440.90,9820676546.05,308426439600,17269242700,43415283077.7,3935383181000,326044000000,2347000000,6593125790286.95
995,2020-12-16,2069326412710.30,9766474223.44,308426439600,17269242700,43448065488.43,3967653181000,326044000000,2347000000,6700832750233.74
996,2020-12-23,2076731772411.10,9842363101.51,312024439600,17269242700,43620554641.79,3983923181000,326044000000,2347000000,6728181998812.61
997,2020-12-30,2029628198041.10,9840156221.99,312024439600,17269242700,43654186919.63,3989924181000,326044000000,2347000000,6687077217563.09
998,2021-01-06,2029629198241.80,9840055222.04,314306602300,17269242700,43624654825.45,3998176018300,326044000000,2347000000,6697612116763.84
999,2021-01-13,2029629198142.30,9912700857.06,317908602300,17269242700,43799600837.08,4018712018300,326044000000,2347000000,6721822762299.36
1000,2021-01-20,2090005609571.70,9843460886.09,313218401000,17269242700,42859180526.75,4044161357800,326044000000,2347000000,6802889071957.79
1001,2021-01-27,2059890462941.10,9878399420.47,315619401000,17269242700,42876401730.58,4064298357800,326044000000,2347000000,6795346863861.57
1002,2021-02-03,2059899463004.60,9889406588.88,318021401000,21038668500,42971850206.46,4063997932000,326044000000,2347000000,6801237871093.48
1003,2021-02-10,2059900462908.50,9889406588.88,320422401000,21038668500,43263081107.04,4088132932000,326044000000,2347000000,6827774870997.38
1004,2021-02-17,2160665581150.10,9896369917.75,320422401000,21038668500,43348465841.7,4113203932000,326044000000,2347000000,6953617952567.85
